date,adj_close,volume,ticker,daily_return,log_volume,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,return_5d_avg,return_5d_vol,log_volume_5d_avg,return_10d_avg,return_10d_vol,log_volume_10d_avg,return_20d_avg,return_20d_vol,log_volume_20d_avg,benchmark_daily_return,benchmark_return_5d_avg,benchmark_return_20d_avg,daily_pubs,core_count,award_count,funder_count,avg_num_keywords,core_share,award_share,funder_share,daily_pubs_7d_avg,daily_pubs_14d_avg,daily_pubs_30d_avg,core_count_7d_avg,core_count_14d_avg,core_count_30d_avg,award_count_7d_avg,award_count_14d_avg,award_count_30d_avg,funder_count_7d_avg,funder_count_14d_avg,funder_count_30d_avg,avg_num_keywords_7d_avg,avg_num_keywords_14d_avg,avg_num_keywords_30d_avg,daily_pubs_growth_1d,daily_pubs_growth_7d,daily_pubs_growth_14d,daily_pubs_zscore_30d,unique_keywords,keyword_entropy,total_keyword_mentions,top10_keyword_mentions,top10_keyword_concentration,unique_keywords_7d_avg,keyword_entropy_7d_avg,new_keyword_count,new_keyword_share,new_keyword_count_14d_avg,unique_subfields,subfield_entropy,dominant_subfield_share,dominant_subfield_changed,kw_count__artificial-intelligence,kw_count__chemistry,kw_count__composite-material,kw_count__computer-science,kw_count__engineering,kw_count__materials-science,kw_count__medicine,kw_count__nanotechnology,kw_count__organic-chemistry,kw_count__physics,sf_count__2204,sf_count__2741,sf_count__3607,future_1w_return,future_1w_up,future_2w_return,future_2w_up,future_3w_return,future_3w_up,future_4w_return,future_4w_up,future_5w_return,future_5w_up,future_6w_return,future_6w_up,future_7w_return,future_7w_up,future_8w_return,future_8w_up
2020-01-02,43.1957893371582,3876600.0,IHI,,15.170469296732284,,,,,,,,,,,,,,,,,,157,155,73,88,14.21656050955414,0.9872611464968153,0.46496815286624205,0.5605095541401274,156.0,156.0,156.0,148.0,148.0,148.0,76.0,76.0,76.0,89.5,89.5,89.5,13.214731867680296,13.214731867680296,13.214731867680296,0.012903225806451646,0.0,0.0,0.0,1006,6.199477171523772,2232,409.0,0.1832437275985663,940.5,6.10482782078615,658.0,0.6540755467196819,766.5,3,0.5902008387460717,0.7515923566878981,0,16.0,60.0,28.0,43.0,27.0,80.0,47.0,38.0,27.0,43.0,118,38,1,0.012197712071258415,1,0.02654175376784429,1,0.026089774051648362,1,-0.003839973040178246,0,0.014569678307543521,1,0.040019545164280634,1,-0.0030873800074658897,0,-0.05421283864368287,0
2020-01-03,42.88518142700195,1215000.0,IHI,-0.007190698790843886,14.010255457801716,,,,,,,,14.590362377266999,,,14.590362377266999,,,14.590362377266999,-0.008714292987768157,,,134,127,59,72,13.313432835820896,0.9477611940298507,0.44029850746268656,0.5373134328358209,148.66666666666666,148.66666666666666,148.66666666666666,141.0,141.0,141.0,70.33333333333333,70.33333333333333,70.33333333333333,83.66666666666667,83.66666666666667,83.66666666666667,13.24763219039383,13.24763219039383,13.24763219039383,-0.14649681528662417,0.0,0.0,0.0,834,6.016321038751185,1784,369.0,0.2068385650224215,905.0,6.075325560107829,407.0,0.4880095923261391,646.6666666666666,2,0.6382245093104275,0.664179104477612,0,28.0,45.0,27.0,52.0,28.0,63.0,48.0,22.0,18.0,38.0,89,45,0,0.019491121448648396,1,0.03697229688457471,1,0.026278736530644276,1,0.011413888855037913,1,0.028743491091916873,1,0.03928547824679973,1,-0.02828868254336625,0,-0.06829493404831288,0
2020-01-06,43.24456787109375,741600.0,IHI,0.008380201088889816,13.516566641668687,-0.007190698790843886,,,,,0.0005947511490229651,0.007785449939866851,14.232430465400896,0.0005947511490229651,0.007785449939866851,14.232430465400896,0.0005947511490229651,0.007785449939866851,14.232430465400896,0.006222718128236826,-0.0012457874297656657,-0.0012457874297656657,97,97,52,59,13.927835051546392,1.0,0.5360824742268041,0.6082474226804123,105.16666666666667,105.16666666666667,105.16666666666667,100.66666666666667,100.66666666666667,100.66666666666667,50.666666666666664,50.666666666666664,50.666666666666664,60.5,60.5,60.5,13.597640329877398,13.597640329877398,13.597640329877398,0.7017543859649122,0.0,0.0,-0.1697413186247268,728,6.057875707965978,1351,243.0,0.17986676535899335,699.0,5.897656764510605,244.0,0.33516483516483514,407.3333333333333,2,0.5913886864871765,0.7216494845360825,0,14.0,35.0,18.0,22.0,12.0,45.0,35.0,20.0,15.0,27.0,70,27,0,0.01083042586013927,1,0.03407045188625846,1,0.024819464968476534,1,0.021209646459728004,1,0.029257242925030846,1,0.037567888087687074,1,-0.04497585809272586,0,-0.034784970480678745,0
2020-01-07,43.15675354003906,624000.0,IHI,-0.002030644202907772,13.343907249914384,0.008380201088889816,-0.007190698790843886,,,,-0.00028038063495394727,0.006476151001129842,14.010299661529267,-0.00028038063495394727,0.006476151001129842,14.010299661529267,-0.00028038063495394727,0.006476151001129842,14.010299661529267,-0.001963300622152553,-0.001484958493894628,-0.001484958493894628,180,177,86,116,14.35,0.9833333333333333,0.4777777777777778,0.6444444444444445,115.85714285714286,115.85714285714286,115.85714285714286,111.57142857142857,111.57142857142857,111.57142857142857,55.714285714285715,55.714285714285715,55.714285714285715,68.42857142857143,68.42857142857143,68.42857142857143,13.705120282752054,13.705120282752054,13.705120282752054,0.8556701030927836,0.0,0.0,1.2413834435021875,1073,6.186395809449983,2583,491.0,0.19008904374758034,752.4285714285714,5.938905199501945,445.0,0.4147250698974837,412.7142857142857,2,0.49260365753958385,0.8055555555555556,0,17.0,87.0,31.0,39.0,27.0,95.0,52.0,40.0,49.0,54.0,145,35,0,0.014658608411138419,1,0.04431383495720609,1,0.02675403534464449,1,0.030409119049782607,1,0.024907710263438965,1,0.034026636297648016,1,-0.07148225042348444,0,-0.06274022644530097,0
2020-01-08,43.33889389038086,6225000.0,IHI,0.004220436789176274,15.644084160957602,-0.002030644202907772,0.008380201088889816,-0.007190698790843886,,,0.000844823721078608,0.005937478704852776,14.337056561414935,0.000844823721078608,0.005937478704852776,14.337056561414935,0.000844823721078608,0.005937478704852776,14.337056561414935,0.0064917284181251755,0.0005092132341103228,0.0005092132341103228,172,168,87,108,14.046511627906977,0.9767441860465116,0.5058139534883721,0.627906976744186,118.28571428571429,122.875,122.875,115.42857142857143,118.625,118.625,56.857142857142854,59.625,59.625,70.85714285714286,73.375,73.375,13.967064340194986,13.74779420089642,13.74779420089642,-0.0444444444444444,0.10967741935483866,0.0,0.9487800552187132,1030,6.16278511827193,2416,480.0,0.1986754966887417,774.5714285714286,5.9607061492481455,358.0,0.34757281553398056,405.875,3,0.6719610267302987,0.686046511627907,0,26.0,80.0,46.0,41.0,26.0,91.0,54.0,38.0,43.0,35.0,118,52,2,0.014484072792336988,1,0.030994370141230965,1,0.019699532551227028,1,0.026866839814097876,1,0.02431495873921996,1,0.022476745288345645,1,-0.09377115510027212,0,-0.07579752224952119,0
2020-01-09,43.722679138183594,702600.0,IHI,0.008855446305885417,13.462544442097792,0.004220436789176274,-0.002030644202907772,0.008380201088889816,,,0.0024469482380399697,0.006202429730989209,13.995471590488034,0.0024469482380399697,0.006202429730989209,14.191304541528744,0.0024469482380399697,0.006202429730989209,14.191304541528744,0.004299712648560883,0.001267313117000435,0.001267313117000435,171,167,96,115,14.052631578947368,0.9766081871345029,0.5614035087719298,0.672514619883041,120.28571428571429,128.22222222222223,128.22222222222223,117.14285714285714,124.0,124.0,60.142857142857146,63.666666666666664,63.666666666666664,74.71428571428571,78.0,78.0,13.943645921536879,13.78166502067986,13.78166502067986,-0.005813953488372103,0.08917197452229297,0.0,0.8370554235441123,1065,6.188829171294751,2403,475.0,0.1976695796920516,783.0,5.959185006358284,345.0,0.323943661971831,399.1111111111111,3,0.5333751220169723,0.7953216374269005,0,23.0,74.0,37.0,47.0,30.0,92.0,45.0,39.0,47.0,41.0,136,34,1,0.014171185654266782,1,0.013724652619459876,1,-0.015844419445108948,0,0.002343382333310551,1,0.027486559948935785,1,-0.015100895700946082,0,-0.06561025570690682,0,-0.14044467291673324,0
2020-01-10,43.72106170654297,877800.0,IHI,-3.6992967322846404e-05,13.685175195447288,0.008855446305885417,0.004220436789176274,-0.002030644202907772,-0.007190698790843886,,0.0038776894027441776,0.004368095582647982,13.930455538017151,0.0020329580371461673,0.005737193120803603,14.119000349231394,0.0020329580371461673,0.005737193120803603,14.119000349231394,0.0002920023153196727,0.003068572177618001,0.0011047613167203079,165,161,84,106,13.690909090909091,0.9757575757575757,0.509090909090909,0.6424242424242425,124.71428571428571,131.9,131.9,122.0,127.7,127.7,63.714285714285715,65.7,65.7,79.57142857142857,80.8,80.8,13.99757110083519,13.77258942770278,13.77258942770278,-0.03508771929824561,0.23134328358208944,0.0,0.6656995872342717,1043,6.2052767428370155,2259,438.0,0.19389110225763612,812.8571428571429,5.986178678370547,305.0,0.29242569511025884,389.7,2,0.6082748267747685,0.703030303030303,0,23.0,65.0,37.0,37.0,25.0,81.0,52.0,35.0,38.0,45.0,116,49,0,0.017146961918693693,1,0.006657846193256711,1,-0.007922808177214025,0,0.009075478391730618,1,0.01941591876741855,1,-0.04686632672594715,0,-0.08610771947893125,0,-0.10299441228477191,0
2020-01-13,43.71292495727539,844200.0,IHI,-0.0001861059395628084,13.646145896883258,-3.6992967322846404e-05,0.008855446305885417,0.004220436789176274,0.008380201088889816,,0.0021644279970536528,0.003923437089463233,13.956371389060063,0.0017159488976163134,0.005368068165461474,14.059893542687876,0.0017159488976163134,0.005368068165461474,14.059893542687876,-0.003501773180679346,0.0011236739158347665,0.00044668495994892865,165,162,91,107,14.030303030303031,0.9818181818181818,0.5515151515151515,0.6484848484848484,135.71428571428572,121.61538461538461,121.61538461538461,133.0,118.07692307692308,118.07692307692308,69.57142857142857,60.84615384615385,60.84615384615385,87.57142857142857,75.07692307692308,75.07692307692308,14.006255558860909,13.817663914714673,13.817663914714673,6.857142857142857,0.7010309278350515,0.0,0.7834300590648046,1047,6.236475070610723,2315,421.0,0.18185745140388768,859.0,5.982028365885924,273.0,0.2607449856733524,331.3076923076923,2,0.5799151714181009,0.7333333333333333,0,18.0,63.0,39.0,38.0,30.0,79.0,52.0,34.0,30.0,38.0,121,44,0,0.022991023451182535,1,0.013839155164362626,1,0.010268013639139095,1,0.018229385061507175,1,0.02645098677633917,1,-0.055208353968350554,0,-0.04512665544470795,0,-0.14289461781446522,0
2020-01-14,43.78937149047851,1174200.0,IHI,0.001748831341710444,13.976098474255533,-0.0001861059395628084,-3.6992967322846404e-05,0.008855446305885417,-0.002030644202907772,,0.0029203231059772962,0.0033670163561660476,14.082809633928296,0.0017200592031280798,0.005021379751889972,14.050582979528727,0.0017200592031280798,0.005021379751889972,14.050582979528727,0.006052010671856234,0.0027267361746365236,0.0011473506739373418,142,140,79,96,13.619718309859154,0.9859154929577465,0.5563380281690141,0.676056338028169,130.28571428571428,123.07142857142857,123.07142857142857,127.71428571428571,119.64285714285714,119.64285714285714,68.57142857142857,62.142857142857146,62.142857142857146,84.71428571428571,76.57142857142857,76.57142857142857,13.901929603126502,13.803524942939278,13.803524942939278,-0.1393939393939394,-0.21111111111111114,0.0,0.3530068353316229,906,6.123524323240243,1934,378.0,0.1954498448810755,835.1428571428571,5.973046724998818,229.0,0.25275938189845476,324.0,2,0.648744667742676,0.647887323943662,0,26.0,56.0,25.0,46.0,24.0,63.0,45.0,28.0,28.0,37.0,92,50,0,0.029226802296099308,1,0.011920686261605029,1,0.015522965565046398,1,0.010101034739506742,1,0.019088221127732785,1,-0.08489639581288477,0,-0.07628066643778719,0,-0.2022510260149709,0
2020-01-15,43.96661758422851,581400.0,IHI,0.004047696683395774,13.273195987091674,0.001748831341710444,-0.0001861059395628084,-3.6992967322846404e-05,0.004220436789176274,,0.0028857750848211962,0.00335436144380535,13.608631999155108,0.0019786855898244905,0.004790383244585052,13.972844280285022,0.0019786855898244905,0.004790383244585052,13.972844280285022,0.008635820627795443,0.0031555546165705772,0.0019794028910326863,129,121,60,73,13.217054263565892,0.937984496124031,0.46511627906976744,0.5658914728682171,124.14285714285714,121.21428571428571,123.46666666666667,121.0,118.21428571428571,119.73333333333333,64.71428571428571,60.785714285714285,62.0,79.71428571428571,75.28571428571429,76.33333333333333,13.78343569393492,13.875250017064953,13.76442689764772,-0.09154929577464788,-0.25,-0.16774193548387095,0.10677186434842854,820,6.050481829508961,1705,332.0,0.19472140762463344,805.1428571428571,5.95700339803268,154.0,0.1878048780487805,272.5,3,0.699218477433004,0.6666666666666666,0,15.0,53.0,18.0,30.0,20.0,59.0,55.0,34.0,21.0,27.0,86,41,2,0.016274575216789655,1,0.005140997181488194,1,0.012205974794338159,1,0.009690527639161228,1,0.007878558875753505,1,-0.10670963773205422,0,-0.08899261946356718,0,-0.16281984818991824,0
